temp,value
1213,4.935
1214,4.944
1215,4.954
1216,4.963
1217,4.972
1218,4.981
1219,4.99
1220,5.0
1221,5.009
1222,5.018
1223,5.027
1224,5.037
1225,5.046
1226,5.055
1227,5.065
1228,5.074
1229,5.083
1230,5.092
1231,5.102
1232,5.111
1233,5.12
1234,5.13
1235,5.139
1236,5.148
1237,5.158
1238,5.167
1239,5.176
1240,5.186
1241,5.195
1242,5.205
1243,5.214
1244,5.223
1245,5.233
1246,5.242
1247,5.252
1248,5.261
1249,5.27
1250,5.28
1251,5.289
1252,5.299
1253,5.308
1254,5.318
1255,5.327
1256,5.337
1257,5.346
1258,5.356
1259,5.365
1260,5.375
1261,5.384
1262,5.394
1263,5.403
1264,5.413
1265,5.422
1266,5.432
1267,5.441
1268,5.451
1269,5.46
1270,5.47
1271,5.48
1272,5.489
1273,5.499
1274,5.508
1275,5.518
1276,5.528
1277,5.537
1278,5.547
1279,5.556
1280,5.566
1281,5.576
1282,5.585
1283,5.595
1284,5.605
1285,5.614
1286,5.624
1287,5.634
1288,5.643
1289,5.653
1290,5.663
1291,5.672
1292,5.682
1293,5.692
1294,5.702
1295,5.711
1296,5.721
1297,5.731
1298,5.74
1299,5.75
1300,5.76
1301,5.77
1302,5.78
1303,5.789
1304,5.799
1305,5.809
1306,5.819
1307,5.828
1308,5.838
1309,5.848
1310,5.858
1311,5.868
1312,5.878
1313,5.887
1314,5.897
1315,5.907
1316,5.917
1317,5.927
1318,5.937
1319,5.947
1320,5.956
1321,5.966
1322,5.976
1323,5.986
1324,5.996
1325,6.006
1326,6.016
1327,6.026
1328,6.036
1329,6.046
1330,6.055
1331,6.065
1332,6.075
1333,6.085
1334,6.095
1335,6.105
1336,6.115
1337,6.125
1338,6.135
1339,6.145
1340,6.155
1341,6.165
1342,6.175
1343,6.185
1344,6.195
1345,6.205
1346,6.215
1347,6.225
1348,6.235
1349,6.245
1350,6.256
1351,6.266
1352,6.276
1353,6.286
1354,6.296
1355,6.306
1356,6.316
1357,6.326
1358,6.336
1359,6.346
1360,6.356
1361,6.367
1362,6.377
1363,6.387
1364,6.397
1365,6.407
1366,6.417
1367,6.427
1368,6.438
1369,6.448
1370,6.458
1371,6.468
1372,6.478
1373,6.488
1374,6.499
1375,6.509
1376,6.519
1377,6.529
1378,6.539
1379,6.55
1380,6.56
1381,6.57
1382,6.58
1383,6.591
1384,6.601
1385,6.611
1386,6.621
1387,6.632
1388,6.642
1389,6.652
1390,6.663
1391,6.673
1392,6.683
1393,6.693
1394,6.704
1395,6.714
1396,6.724
1397,6.735
1398,6.745
1399,6.755
1400,6.766
1401,6.776
1402,6.786
1403,6.797
1404,6.807
1405,6.818
1406,6.828
1407,6.838
1408,6.849
1409,6.859
1410,6.869
1411,6.88
1412,6.89
1413,6.901
1414,6.911
1415,6.922
1416,6.932
1417,6.942
1418,6.953
1419,6.963
1420,6.974
1421,6.984
1422,6.995
1423,7.005
1424,7.016
1425,7.026
1426,7.037
1427,7.047
1428,7.058
1429,7.068
1430,7.079
1431,7.089
1432,7.1
1433,7.11
1434,7.121
1435,7.131
1436,7.142
1437,7.152
1438,7.163
1439,7.173
1440,7.184
1441,7.194
1442,7.205
1443,7.216
1444,7.226
1445,7.237
1446,7.247
1447,7.258
1448,7.269
1449,7.279
1450,7.29
1451,7.3
1452,7.311
1453,7.322
1454,7.332
1455,7.343
1456,7.353
1457,7.364
1458,7.375
1459,7.385
1460,7.396
1461,7.407
1462,7.417
1463,7.428
1464,7.439
1465,7.449
1466,7.46
1467,7.471
1468,7.482
1469,7.492
1470,7.503
1471,7.514
1472,7.524
1473,7.535
1474,7.546
1475,7.557
1476,7.567
1477,7.578
1478,7.589
1479,7.6
1480,7.61
1481,7.621
1482,7.632
1483,7.643
1484,7.653
1485,7.664
1486,7.675
1487,7.686
1488,7.697
1489,7.707
1490,7.718
1491,7.729
1492,7.74
1493,7.751
1494,7.761
1495,7.772
1496,7.783
1497,7.794
1498,7.805
1499,7.816
1500,7.827
1501,7.837
1502,7.848
1503,7.859
1504,7.87
1505,7.881
1506,7.892
1507,7.903
1508,7.914
1509,7.924
1510,7.935
1511,7.946
1512,7.957
1513,7.968
1514,7.979
1515,7.99
1516,8.001
1517,8.012
1518,8.023
1519,8.034
1520,8.045
1521,8.056
1522,8.066
1523,8.077
1524,8.088
1525,8.099
1526,8.11
1527,8.121
1528,8.132
1529,8.143
1530,8.154
1531,8.165
1532,8.176
1533,8.187
1534,8.198
1535,8.209
1536,8.22
1537,8.231
1538,8.242
1539,8.253
1540,8.264
1541,8.275
1542,8.286
1543,8.298
1544,8.309
1545,8.32
1546,8.331
1547,8.342
1548,8.353
1549,8.364
1550,8.375
1551,8.386
1552,8.397
1553,8.408
1554,8.419
1555,8.43
1556,8.441
1557,8.453
1558,8.464
1559,8.475
1560,8.486
1561,8.497
1562,8.508
1563,8.519
