temp,value
1002,16.011
1003,16.026
1004,16.042
1005,16.057
1006,16.073
1007,16.088
1008,16.104
1009,16.119
1010,16.134
1011,16.15
1012,16.165
1013,16.181
1014,16.196
1015,16.211
1016,16.227
1017,16.242
1018,16.258
1019,16.273
1020,16.288
1021,16.304
1022,16.319
1023,16.335
1024,16.35
1025,16.365
1026,16.381
1027,16.396
1028,16.411
1029,16.427
1030,16.442
1031,16.457
1032,16.473
1033,16.488
1034,16.503
1035,16.519
1036,16.534
1037,16.549
1038,16.565
1039,16.58
1040,16.595
1041,16.611
1042,16.626
1043,16.641
1044,16.656
1045,16.672
1046,16.687
1047,16.702
1048,16.718
1049,16.733
1050,16.748
1051,16.763
1052,16.778
1053,16.794
1054,16.809
1055,16.824
1056,16.839
1057,16.855
1058,16.87
1059,16.885
1060,16.9
1061,16.915
1062,16.931
1063,16.946
1064,16.961
1065,16.976
1066,16.991
1067,17.007
1068,17.022
1069,17.037
1070,17.052
1071,17.067
1072,17.082
1073,17.098
1074,17.113
1075,17.128
1076,17.143
1077,17.158
1078,17.173
1079,17.188
1080,17.203
1081,17.218
1082,17.234
1083,17.249
1084,17.264
1085,17.279
1086,17.294
1087,17.309
1088,17.324
1089,17.339
1090,17.354
1091,17.369
1092,17.384
1093,17.399
1094,17.414
1095,17.429
1096,17.444
1097,17.46
1098,17.475
1099,17.49
1100,17.505
1101,17.52
1102,17.535
1103,17.55
1104,17.565
1105,17.58
1106,17.595
1107,17.61
1108,17.625
1109,17.639
1110,17.654
1111,17.669
1112,17.684
1113,17.699
1114,17.714
1115,17.729
1116,17.744
1117,17.759
1118,17.774
1119,17.789
1120,17.804
1121,17.819
1122,17.834
1123,17.849
1124,17.863
1125,17.878
1126,17.893
1127,17.908
1128,17.923
1129,17.938
1130,17.953
1131,17.968
1132,17.982
1133,17.997
1134,18.012
1135,18.027
1136,18.042
1137,18.057
1138,18.072
1139,18.086
1140,18.101
1141,18.116
1142,18.131
1143,18.146
1144,18.16
1145,18.175
1146,18.19
